Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Hong Kong,net consumption,Asia & Oceania,10.13,10.724,11.526,13.055,13.971,14.774,16.382,20.033,21.387,20.746000000000002,22.099,23.409000000000002,24.053,25.468999999999998,23.079,26.509999999999998,29.75,30.508,32.224000000000004,32.329,36.95,37.822,38.67000000000001,39.096,39.901999999999994,40.799,40.918,41.648,41.152097,41.721,42.10836,42.500319999999995,43.64982,43.26222,44.58982,44.434560000000005,44.641760000000005,44.33592,44.793,45.4,44.21576700000001,46.320220436
Hungary,net consumption,Europe,27.384999999999998,27.722,28.767,30.007,31.552,32.429,33.084,34.594,34.592999999999996,34.795,34.142999999999994,31.851000000000003,30.513999999999996,29.299305999999998,29.589999999999996,29.882733000000005,30.739759999999997,30.93312,31.040410000000005,31.894999999999992,31.837220000000006,32.88344,33.99772,34.92322,35.34814000000001,36.0282,36.90062,37.77575999999999,37.72184,35.6388,36.354719,36.669596999999996,36.870306,36.487384,37.195955,38.433949,39.036661,40.424479,41.152050300000006,41.7559378,41.715421,43.9138754
Iceland,net consumption,Europe,2.857,2.9539999999999997,3.235,3.419,3.598,3.518,3.6819999999999995,3.701,4.026,4.095,4.073,4.0649999999999995,4.16,4.369000000000001,4.495,4.6049999999999995,4.6197,5.08769,5.787,6.742,7.3037,7.61376,7.95064,7.9386399999999995,8.16976,8.2347,9.44376,11.39788,15.76688,16.20288,16.047004,16.347998,16.81,17.625998000000003,17.305,17.982002,17.682608,18.255294000000003,18.878324000000003,18.588793000000003,18.238694000000002,18.708988100000003
India,net consumption,Asia & Oceania,97.898,107.44200000000001,113.695,117.213,130.42000000000002,140.64499999999998,154.71699999999998,166.86,185.92399999999998,202.68100000000004,219.87899999999996,240.20299999999997,255.687,275.67487700000004,297.98,318.336,323.097,344.50399999999996,360.50100000000003,365.536,383.924,391.97998200000006,420.80800000000005,442.12700000000007,470.99300000000005,496.73200000000014,548.192,580.237,629.04,680.0880000000001,727.51078,841.71238,891.71308,946.3276169999999,1041.945749,1093.5377039999998,1161.54307,1228.6241169999998,1312.5961630000002,1342.052063,1328.6588150000002,1442.7500506350002
Indonesia,net consumption,Asia & Oceania,11.299,13.363,15.472000000000001,15.552999999999999,17.132,23.126,26.951999999999998,28.869,32.282,32.562999999999995,38.497,40.544000000000004,43.803000000000004,47.548,51.31,50.082,56.852000000000004,64.216,66.045,71.008,77.66996,82.9794,85.0239,88.86252,99.59421999999999,106.775,111.95599999999999,120.61501999999999,127.38240000000002,133.47336,145.05769999999998,157.06324,180.20471,192.98739,202.66545000000002,208.10663000000002,221.40104000000002,232.14794,247.269816,254.66912499999998,266.032579,281.52983757
Iran,net consumption,Middle East,19.676000000000002,21.156,23.918999999999997,28.086,31.261000000000003,31.582,30.701999999999998,31.104999999999997,39.234,40.241,49.792,53.871,59.171,62.051,65.533,63.732000000000006,69.671,73.358,77.62,84.623,94.35608,101.70472,109.41404000000001,119.98682,126.99336000000001,135.19698000000002,146.07353999999998,153.26264,162.10814,169.83240000000004,182.7144,186.1383,195.32188000000002,215.70766999999998,233.22399999999993,236.54400000000004,252.25200000000004,268.62875899999995,271.485472,283.763607,286.693449,301.96873052999996
Iraq,net consumption,Middle East,10.167000000000002,9.813,12.186,14.449,16.334,18.716,19.875,21.657,24.601,25.996000000000002,19.52,17.821,22.64,23.598,25.217,26.18,26.08,26.666999999999998,26.781,25.568,27.27666,28.13102,29.53124,24.99458,29.680880000000002,20.997,25.22542,20.12058,19.752969999999998,30.191930000000003,34.09488,37.315639999999995,33.84944,44.11710000000001,41.84478,40.37148,38.46046000000001,41.311035000000004,49.26949200000001,56.858239,50.78942599999999,52.73421624
Ireland,net consumption,Europe,8.446,8.302,8.482999999999999,8.435,8.67,9.486,9.779,10.697,10.639,11.388,12.014,12.605,13.372,13.701,14.286,14.967999999999998,15.941,16.77122,17.728,18.79,20.24872,20.8957,21.78134,22.368619999999996,23.11974,24.00382,25.08454,25.299999999999997,26.354999999999997,24.959,25.537675,24.834806,24.613475000000005,24.843757999999998,25.025564,25.779363,26.412547999999997,27.025035,27.6690696,28.2406594,28.5251053,32.6454046
Israel,net consumption,Middle East,10.931000000000001,11.435,12.099999999999998,12.996999999999998,13.376,13.822,13.645,15.110999999999999,16.883,17.91,18.193,18.797,21.732,23.041,25.246000000000002,26.574999999999996,28.386999999999997,29.927,32.485,34.255,37.2082,38.57514,39.99492,41.31412,41.6006,42.63222,44.30702,47.057919999999996,48.516000000000005,49.196,52.977,53.736999999999995,56.84100000000001,54.079,54.275,56.56499999999999,58.942400000000006,59.572281000000004,60.510199,62.617518999999994,62.167039,63.358029
Italy,net consumption,Europe,164.89100000000002,163.087,165.723,164.85399999999998,174.155,178.06599999999997,183.55100000000002,193.549,186.849,211.84180000000003,219.00700000000003,224.429,229.821,229.536,236.957,243.67600000000002,246.033,253.48497,260.88300000000004,267.3539999999999,278.36228000000006,284.27174,290.61424,294.97176,302.0686,306.68370000000004,313.76748000000003,314.72459999999995,314.60705999999993,297.3527,311.707063,315.89068100000003,309.529113,299.787771,293.96414899999996,300.060217,298.250334,304.722482,306.27983229999995,284.02860519999996,287.2633359,299.92183180000006
Jamaica,net consumption,Central & South America,1.485,1.4809999999999999,1.552,1.74,1.65,1.375,1.419,1.563,1.541,1.712,2.056,1.665,1.726,3.592,4.005,4.856000000000001,5.035,5.217,5.460999999999999,5.576,5.5997200000000005,5.70034,5.90646,6.10512,6.0641,6.1349599999999995,6.0981000000000005,4.941,2.9880000000000004,3.072,3.06972,3.0539,2.89462,2.82736,2.7968400000000004,2.7987200000000003,2.97046,2.9589799999999995,3.025854,3.0929919999999997,2.9243367859999996,3.1992018099999995
Japan,net consumption,Asia & Oceania,521.374,522.127,528.362,560.3570000000001,593.94,609.764,614.442,663.17,695.6039999999999,731.602,772.584,797.667,805.674,813.4169999999999,866.555,890.385,910.51003,937.534,943.3240000000001,949.5150000000001,936.235,919.667,932.99,923.6990000000001,953.0590000000001,962.9369999999999,980.6099999999999,1020.313,954.1039999999999,926.602,1032.074897,997.2326719999999,1000.3067110000001,979.909071,983.9043359999998,962.442903,956.720654,965.2242229999999,963.900003,944.8867835,914.5201395,913.0781497
Jordan,net consumption,Middle East,0.802,1.0370000000000001,1.274,1.549,1.825,2.0090000000000003,2.167,1.9589999999999996,2.022,2.726,3.119,3.324,3.933,4.193999999999999,4.481,5.356999999999999,5.397,5.699,6.049,6.517,6.5460199999999995,6.4861200000000006,6.967740000000001,7.36036,8.124699999999999,8.52366,9.3944,10.38638,11.28716,11.638819999999999,12.51676,13.27514,14.522440000000003,14.762059999999998,15.585879999999998,16.293259999999997,16.77382,17.56996,17.288539999999998,17.307800000000004,17.918200000000002,19.689104838
Kazakhstan,net consumption,Eurasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.879,79.286,59.78,58.533,52.1,44.952000000000005,41.956999999999994,39.823,44.46942,49.17544,49.81588,52.78854,54.323719999999994,57.09254,61.320660000000004,65.29538,69.05297999999999,67.19113999999999,72.61356,76.20982,81.81538,85.28706,81.76284,81.52605999999999,83.02252,86.82400000000001,91.78057399999999,92.29803900000002,91.04476087000002,96.58101004000001
Kenya,net consumption,Africa,1.662,1.7937,1.8364,2.2021499999999996,2.28185,2.4925499999999996,2.3422,2.3849,2.6205999999999996,2.71025,2.8796299999999997,2.9979999999999998,2.9939999999999998,3.285492,3.311,3.455,3.604,3.61,3.736,3.4549999999999996,3.3845600000000005,3.8195200000000002,3.9206200000000004,4.34598,4.640420000000001,4.8419,5.19228,5.374599999999999,5.32944,5.51726,6.157780000000001,6.39186,6.686400000000001,7.20644,6.79598,8.238999999999999,7.771000000000001,8.9935,8.8869,8.922799999999999,9.0795,9.061198135
Kiribati,net consumption,Asia & Oceania,0.0046500000000000005,0.0046500000000000005,0.0046500000000000005,0.0046500000000000005,0.00558,0.00558,0.00558,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.009300000000000001,0.009300000000000001,0.01116,0.01209,0.01023,0.01209,0.016,0.019,0.0184,0.0194,0.0194,0.0185,0.0185,0.0203,0.0212,0.0203,0.02,0.021073,0.023402,0.025337,0.025337,0.025237,0.025137,0.027337000000000004,0.029077799999999997
Kosovo,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3149999999999995,4.214,4.39234,4.9382399999999995,4.819179999999999,4.923080000000001,4.792900000000001,4.894260000000001,4.3011,4.964217,4.936412,5.224978,5.447915,5.550981154
Kuwait,net consumption,Middle East,8.096,8.878,10.316,11.06,12.232,13.514999999999999,14.913,15.947999999999999,17.366999999999997,18.718,18.126,9.443,14.766,17.877,19.58,19.692,21.145,22.180999999999997,24.887,26.208000000000002,26.82762,28.468059999999998,30.180280000000003,33.03588,34.242639999999994,36.14296,39.31358,39.87682,42.13006,43.40804,47.186080000000004,47.174659999999996,50.16886,49.59851999999999,55.48002,58.15226,59.653079999999996,61.90968,63.05779999999999,63.80236,60.30420184999999,64.57876384
Kyrgyzstan,net consumption,Eurasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.519,8.244,8.145000000000003,7.994000000000001,6.94,6.693000000000001,6.998000000000001,8.595999999999998,9.113999999999999,8.144639999999999,7.73506,9.589400000000001,8.134919999999997,6.818,7.101000000000002,7.619,7.132,6.972,7.30248,8.892859999999999,9.942659999999998,10.867159999999998,11.11856,10.6802,10.51692,11.234340000000001,11.7404,12.32414,13.48,11.771588643
Laos,net consumption,Asia & Oceania,0.17324,0.32826999999999995,0.36583999999999983,0.3107299999999999,0.22154000000000004,0.23635000000000006,0.23001000000000005,0.26017,0.23425,0.29406999999999994,0.29186999999999996,0.21774000000000004,0.23814000000000005,0.2885100000000001,0.21477000000000002,0.3358899999999999,0.4129700000000001,0.43399999999999983,0.501,0.5530000000000002,0.6077600000000002,0.70943,0.77467,0.864,0.5351700000000001,0.9879999999999995,1.4100000000000001,1.61,1.9250000000000003,2.2669999999999995,2.3579999999999997,2.425,2.9444000000000004,3.2319999999999993,3.6480000000000015,3.9674600000000004,4.372249999999999,3.759247999999999,4.284086000000002,5.5179329999999975,7.022363999999999,6.065839383
Latvia,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.768,5.1579999999999995,4.905000000000001,4.874,4.800000000000001,4.8759999999999994,4.704,4.699,4.91522,5.01854,5.076599999999999,5.584779999999999,5.78042,6.095479999999999,6.4277000000000015,6.829419999999999,6.84128,6.326219999999999,6.228351,6.211933,6.902188,6.632849,6.665335000000002,6.554824,6.5910530000000005,6.6335619999999995,6.778386299999999,6.7294613000000005,6.763535100000001,6.9167337
Lebanon,net consumption,Middle East,2.572,2.5889999999999995,2.747,2.69,2.665,2.5959999999999996,2.7460000000000004,2.667,2.733,2.646,2.715,2.709,3.1229999999999998,4.042999999999999,4.185,4.406999999999999,6.354,7.534,7.586,7.531000000000001,9.209520000000001,9.257959999999999,10.42242,10.931339999999999,10.44052,10.60778,10.3451,10.766779999999999,11.456019999999999,12.34206,14.19332,14.340940000000002,14.22316,16.444599999999998,15.16452,15.951419999999999,16.37502,18.305001999999998,17.756913,18.230846,17.60857559,18.857098461
Lesotho,net consumption,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.206,0.241,0.281,0.31,0.324,0.335,0.318,0.209,0.23635,0.2874,0.30179999999999996,0.2947,0.3227,0.3159,0.44970000000000004,0.5538000000000001,0.5955000000000001,0.6302,0.7703,0.8895000000000001,0.7108,0.775,0.7978000000000001,0.78908,0.7897900000000001,0.893428,0.809874,0.821774,0.9118699999999998,0.9127,0.902244103
Liberia,net consumption,Africa,0.79236,0.7449300000000001,0.74958,0.7384200000000001,0.64728,0.6789,0.72912,0.7347,0.744,0.7300500000000001,0.27993,0.25389,0.26226,0.2604,0.2604,0.2604,0.2604,0.27342,0.27899999999999997,0.186,0.18100000000000002,0.18100000000000002,0.18100000000000002,0.18100000000000002,0.18100000000000002,0.18100000000000002,0.18100000000000002,0.226,0.226,0.226,0.2215,0.24750000000000003,0.24750000000000003,0.24949999999999997,0.24949999999999997,0.258,0.334,0.334,0.28,0.275,0.849,0.871109839
Libya,net consumption,Africa,3.332,3.687,3.6780000000000004,4.351000000000001,5.843,7.863999999999999,9.838000000000001,12.894,13.469,13.522,12.619,12.959,13.327,13.239,13.881,14.267000000000001,14.119000000000002,14.442999999999998,10.085999999999999,10.599,10.97424,11.31134,14.28114,15.43142,16.447879999999998,18.517000000000003,20.84,21.087000000000003,19.336,18.083999999999996,18.881880000000002,16.17742,25.744919999999993,28.486700000000003,28.369619999999998,28.133820000000004,23.58428,24.90456,25.693220000000004,25.487340000000003,25.40392439,27.180027230999997
Lithuania,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.656,9.020999999999997,8.381000000000002,8.419,8.37,8.302,8.568999999999997,8.233999999999998,8.26574,8.007759999999998,8.218639999999999,8.541300000000003,8.964879999999999,8.874113000000001,9.323360000000001,9.611499999999998,9.9867,9.198640000000001,9.114739,9.329059,9.543548,9.617756,9.872046000000001,10.022145,10.530611,10.872258,11.2425655,11.4044152,11.133077500000002,11.821514700000002
Luxembourg,net consumption,Europe,3.6079999999999997,3.4050000000000002,3.44,3.554,3.783,3.83,3.848,3.939,4.034000000000001,4.111,4.140000000000001,4.264,4.242,4.387,4.707,5.011,4.907,5.152,5.333,5.523999999999999,5.8130999999999995,6.16693,5.748569999999999,5.981799999999999,6.22082,5.98358,6.44118,6.5513,6.44188,5.942420000000001,6.6448659999999995,6.560106,6.289835999999999,6.250793000000001,6.24657,6.30309,6.447818,6.484742000000001,6.551304099999999,6.4987854,6.2103255,6.4955446
Macau,net consumption,Asia & Oceania,0.22785,0.25668,0.29481,0.35154,0.39514000000000005,0.43481,0.4884,0.57661,0.62955,0.70021,0.77999,0.8774799999999999,0.9807600000000001,1.14067,1.23647,1.45928,1.3737000000000001,1.40032,1.4082000000000003,1.43415,1.489,1.601776,1.703716,1.795048,1.8405,2.118,2.399,2.959,3.2975999999999996,3.4359,3.6385,3.8558,4.2153,4.3016000000000005,4.535799999999999,4.8925,5.135799999999999,5.2775,5.416999999999999,5.6480999999999995,5.2786,5.629531551
Madagascar,net consumption,Africa,0.38781,0.3906,0.40083,0.42036,0.44267999999999996,0.44919,0.44826,0.44454,0.4557,0.5031300000000001,0.53382,0.5282399999999999,0.5394,0.54033,0.5431199999999999,0.56637,0.6175200000000001,0.64635,0.6975,0.72261,0.747,0.848,0.827,0.945,1.054,1.064,1.089,1.131,1.182,1.173,1.26045,1.27129,1.61734,1.7617399999999999,1.87283,1.94927,1.9161299999999999,2.1005949999999998,2.1664689999999998,1.889023,1.8623349999999999,1.9558140609999999
Malawi,net consumption,Africa,0.37650999999999996,0.37,0.39425,0.42587,0.44067999999999996,0.45098,0.48167000000000004,0.53096,0.5366099999999999,0.5394,0.6603,0.70401,0.72819,0.8862899999999999,0.9299999999999999,0.94674,0.9458099999999999,0.9718499999999999,1.1011199999999999,1.0760100000000001,1.1217,1.145,1.2025000000000001,1.2183000000000002,1.3425,1.364,1.3941000000000001,1.4161000000000001,1.5411,1.5137,1.75774,1.80537,1.6318999999999997,1.694759,1.86529,1.7885809999999998,1.9205959999999997,1.6071349999999995,1.227574,1.242478,1.2309,0.964462345
Malaysia,net consumption,Asia & Oceania,9.363,10.004999999999999,10.504,11.581,12.634,13.699,13.766,14.834000000000001,16.679,19.334999999999997,22.35,24.252000000000002,25.996,28.735000000000003,34.034,39.216,43.372,50.614,52.391,56.361,60.32766,60.78044,64.04936000000001,68.32322,71.09982000000001,69.12613999999999,75.25478000000001,81.9335,84.01360000000001,102.708,109.84376,110.24754,119.31794000000001,126.84968000000003,126.83982,133.28450000000004,137.13873999999998,143.76856600000002,146.607209,149.009743,142.3191813,150.761364639
Maldives,net consumption,Asia & Oceania,0.00372,0.0046500000000000005,0.00558,0.00651,0.008369999999999999,0.01209,0.013949999999999999,0.016739999999999998,0.017669999999999998,0.018600000000000002,0.02139,0.02418,0.02604,0.035339999999999996,0.03999,0.05022,0.054869999999999995,0.062310000000000004,0.07161,0.08091,0.098,0.109,0.118,0.133,0.15,0.17401,0.19903,0.23203,0.26503,0.28203,0.3431,0.3652,0.393,0.4,0.511,0.568,0.614,0.6,0.611,0.617,0.594425459,0.639484441
Mali,net consumption,Africa,0.09579,0.09579,0.11811,0.13671,0.15252000000000002,0.15531,0.18414,0.19995,0.21947999999999998,0.22599,0.22413,0.23249999999999998,0.25203000000000003,0.27155999999999997,0.25575000000000003,0.28365,0.30318,0.35247,0.35991,0.36456,0.277,0.268,0.047900000000000026,0.06699999999999998,0.07,0.1925,0.27899999999999997,0.33799999999999997,0.44900000000000007,0.6423,1.1695700000000002,1.5369599999999997,1.8919000000000001,1.84815,2.04462,1.8608500000000003,2.0479800000000004,2.55692,2.82927,2.5999800000000004,2.489162239,2.678220623
Malta,net consumption,Europe,0.47058,0.51522,0.5654399999999999,0.575,0.593,0.663,0.7190000000000001,0.8,0.873,0.934,1.13,1.224,1.2810000000000001,1.29,1.308,1.3820000000000001,1.341,1.3639999999999999,1.4080000000000001,1.516,1.56698,1.57042,1.65888,1.8078400000000001,1.79204,1.8496,1.84934,1.84424,1.84128,1.69992,1.81922,1.8618599999999998,1.93492,1.93204,1.9827999999999997,2.1169420000000003,2.118333,2.3206350000000002,2.3895808,2.4802487,2.3694354,2.4946277
Martinique,net consumption,Central & South America,0.23994000000000001,0.25947000000000003,0.29574,0.34131,0.35619,0.38502,0.41571,0.46686,0.5115000000000001,0.5589299999999999,0.59613,0.64542,0.69006,0.7449300000000001,0.78957,0.8528100000000001,0.89094,0.9420899999999999,0.9532499999999999,0.9718499999999999,0.9746400000000001,1.1187900000000002,1.1615700000000002,1.20993,1.24713,1.30572,1.3578,1.40244,1.43964,1.47777,1.41918,1.35687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,net consumption,Africa,0.08277,0.08928,0.093,0.09393000000000001,0.09207,0.09579,0.09672,0.10602,0.10695,0.11438999999999999,0.12369000000000001,0.12648,0.12927000000000002,0.12927000000000002,0.13299,0.14880000000000002,0.16274999999999998,0.17577,0.18135,0.18879,0.231658,0.28,0.5051,0.5522,0.587,0.6325000000000001,0.5780000000000001,0.5602,0.6508,0.6885,0.747,0.957,1.049,1.113,1.166,1.3193000000000001,1.43946,1.49588,1.66258,1.8052000000000001,1.755118844,1.855855218
Mauritius,net consumption,Africa,0.41013,0.40548,0.39897,0.40827,0.4185,0.42129,0.46593,0.52545,0.57009,0.60636,0.66867,0.7319100000000001,0.81375,0.8686200000000001,0.90582,0.9858,0.8602500000000001,0.9978899999999999,1.03695,1.25457,1.521222,1.628656,1.666246,1.784006,1.8559260000000002,1.941066,2.015026,2.10817,2.2221499999999996,2.26039,2.3719,2.40526,2.4599200000000003,2.56542,2.61434,2.68004,2.72632,2.78318,2.79937,2.9045,2.5933,2.7426106650000004
Mexico,net consumption,North America,56.71,64.40699999999998,69.956,72.852,77.00599999999999,82.01,84.79299999999999,91.09,94.987,101.542,100.47099999999999,104.712,108.144,112.418312,120.95499999999998,125.452,132.938,144.58669,148.94899999999998,156.83200000000002,166.51255999999998,171.14658000000003,174.02456,172.57701999999998,184.40962,192.27152,196.40851999999998,202.2494,204.56938,202.09172,219.21376899999996,233.94982100000001,241.758528,244.72650099999996,248.333396,256.556957,263.29808899999995,265.57492299999996,291.1822412,278.8829731,292.5304682,300.95706449999994
Micronesia,net consumption,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,net consumption,Eurasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.301,6.1209999999999996,6.841,6.093,5.841,5.476999999999999,5.355,4.1129999999999995,6.2,6.257,7.623,9.108,8.247,8.639999999999999,9.099,8.308,8.345999999999998,7.207999999999999,7.106999999999999,5.995,6.199000000000001,5.533,5.628,5.674,5.428,5.667,5.903239999999999,5.91499,5.928,9.6678
Mongolia,net consumption,Asia & Oceania,1.65838,1.82352,2.09553,2.2396599999999998,2.3960399999999997,2.498,2.722,2.7859999999999996,2.899,3.2329999999999997,2.984,2.7790000000000004,2.584,2.186,2.18,2.3500000000000005,2.37,2.344,2.3430000000000004,2.3049999999999997,2.4,2.4673800000000004,2.5533200000000003,2.692512483,2.870012483,3.0456924830000003,3.209472483,3.3594324830000004,3.6513,3.582700000000001,3.7946400000000002,3.87594,4.20158,5.15832,5.584219999999999,5.77675,5.9351,6.257344000000001,6.913238,7.331491000000001,7.393867303000001,7.750090242000001
Montenegro,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66888,3.4504,3.47366,2.9596599999999995,3.2526800000000002,3.46788,3.2649799999999995,2.7315400000000003,2.64474,2.83828,2.8121199999999993,3.00358,2.605143,2.738641,2.3980369999999995,2.8905102850000004
Montserrat,net consumption,Central & South America,0.01023,0.01116,0.01116,0.01116,0.01116,0.01116,0.01116,0.01209,0.01209,0.01302,0.01209,0.01302,0.01302,0.013949999999999999,0.013949999999999999,0.01488,0.01488,0.01581,0.01302,0.01302,0.0104,0.010499999999999999,0.0185,0.0195,0.0195,0.0197,0.0197,0.0207,0.0219,0.0219,0.0219,0.021,0.021,0.02163,0.02265,0.02214,0.01824,0.01738,0.01772,0.02209,0.013260000000000001,0.01448104
Morocco,net consumption,Africa,4.409000000000001,4.774,5.13,5.612,5.776,5.884,6.5680000000000005,7.018000000000001,7.6560000000000015,7.744,8.37,8.876999999999999,9.804,10.218,10.350000000000001,11.404000000000002,11.617,12.114,12.935,13.103,13.05014,14.350859999999999,14.856419999999998,16.3607,17.410619999999998,18.314539999999997,19.87216,21.26538,21.751279999999998,22.243100000000002,24.8441,26.8711,28.946000000000005,27.184999999999995,28.428414,28.957414,29.85,31.268800000000002,31.395789999999998,32.255545999999995,31.678973999999997,35.386033847
Mozambique,net consumption,Africa,13.369,3.3960000000000004,2.8129999999999997,5.286,0.41099999999999987,0.30700000000000005,0.413,0.432,0.456,0.47100000000000003,0.6940000000000001,0.812,0.6719999999999999,1.0799999999999998,0.8959999999999999,0.8069999999999999,0.7770000000000001,0.8810000000000002,0.7850000000000001,1.9670000000000003,2.133359999999999,4.947360000000001,4.889720000000002,7.166780000000001,8.85624,9.153740000000003,9.568800000000003,9.845220000000003,9.775220000000001,10.03422,10.553859999999997,11.3398,11.60484,11.49146,12.9666,13.80088,12.713239999999999,12.470199999999998,12.760589999999997,13.454718999999997,12.561460879999998,13.488678313000001
Namibia,net consumption,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.4499999999999999,0.32000000000000006,0.7549999999999999,0.585,1.728,1.7320000000000002,1.65,1.2790000000000001,1.706,1.769,1.9416399999999998,2.46294,2.6211599999999997,2.98094,2.96002,3.239,3.2399999999999998,3.42,3.3499999999999996,3.35252,3.3754399999999993,3.34684,3.79346,3.7682200000000003,3.80896,3.9552799999999992,4.1323430000000005,4.401195,4.385053999999999,3.840962,3.4343344540000005
Nauru,net consumption,Asia & Oceania,0.02232,0.02232,0.02232,0.02325,0.02418,0.02418,0.02511,0.02511,0.02511,0.02511,0.02511,0.02511,0.02604,0.02604,0.02604,0.027899999999999998,0.027899999999999998,0.027899999999999998,0.027899999999999998,0.02883,0.028,0.025,0.025,0.026000000000000002,0.026000000000000002,0.0264,0.0289,0.018000000000000002,0.017,0.019000000000000003,0.0209,0.0208,0.016800000000000002,0.0157,0.0162,0.0175928,0.019046,0.023748799999999997,0.02618,0.031886,0.0345,0.037426351000000004
Nepal,net consumption,Asia & Oceania,0.2,0.23199999999999998,0.21799999999999997,0.321,0.33599999999999997,0.33699999999999997,0.377,0.45499999999999996,0.4969999999999999,0.509,0.768,0.7200000000000002,0.7370000000000001,0.7509999999999999,0.797,0.9840000000000002,0.9199999999999998,0.825,1.073,1.341,1.4280000000000004,1.4409999999999998,1.7570000000000003,1.7460000000000002,1.8649999999999998,1.952,2.1540000000000004,2.29246,2.20846,2.5862199999999995,2.7439579999999997,3.1080260000000006,3.240089,3.657877,3.9174439999999997,3.909135,4.959379,5.8516200000000005,6.640246,6.694972,7.5743772400000005,7.245611302
Netherlands,net consumption,Europe,59.916000000000004,59.285999999999994,58.135,59.221,61.157000000000004,62.092,63.019000000000005,65.87400000000001,69.31899999999999,71.557,72.882,75.948,78.124,79.544653,82.263,84.141,87.21699999999998,89.31408,92.532,94.93199999999999,99.12143999999999,101.21154,102.47842,103.88422000000001,108.3549,108.32572,109.85752000000001,112.22736,112.91308,107.84018,113.644574,114.93243999999999,112.99943500000002,112.38869700000001,110.229709,111.085837,111.029976,111.80828399999997,114.90650019999998,114.8093933,111.0098886,113.27846759999998
Netherlands Antilles,net consumption,Central & South America,0.8929999999999999,0.902,1.0390000000000001,1.066,0.982,0.9440000000000001,0.804,0.538,0.546,0.581,0.631,0.641,0.6920000000000001,0.745,0.8,0.83,0.869,0.868,0.919,0.917,0.9390000000000001,0.8959999999999999,0.9009999999999999,0.9509999999999998,0.9730000000000001,1.0030000000000001,0.98,1.0096399999999999,0.99848,1.07712,1.0405710000000001,1.063451,0.747551,0.71036,0.74244,0.76678,0.7384,0.753008,0.743366,0.7454670000000001,0.6925417359999999,0.764007905
New Caledonia,net consumption,Asia & Oceania,1.23132,1.09368,0.85374,0.65565,0.81654,0.9997499999999999,0.9858,0.8862899999999999,1.0564799999999999,1.06671,1.0211400000000002,1.0360200000000002,1.03974,1.03974,1.13646,1.46475,1.31595,1.3485,1.40895,1.43778,1.544,1.6218,1.6378,1.6475,1.5728283909999998,1.7681,1.7559,1.808,1.7122,1.7662,1.9503,2.0854,2.1037,2.317729,2.79372,2.693606,2.868539,2.9933400000000003,2.930038,3.0774,3.0804,3.296477019
New Zealand,net consumption,Asia & Oceania,20.16710272,20.422852719999998,21.59922772,23.30465522,24.36195922,24.8020884,25.9444226,26.0751692,27.44064897,27.420268930000002,29.44497865,30.391588654,29.895473665,31.286432718999997,31.875839461,33.028294067,33.32514234,33.635548189,34.00238546,34.073376393000004,35.155627833,35.316355018,36.467362312,36.633477754,38.533339014000006,38.547928903000006,39.051892755000004,39.391777121,39.262051397,39.177909865000004,40.4687909,40.26868576,40.14682659,39.46374479,39.80060463,40.43637063,39.96402029,40.36681044,40.47885383,40.81904293,40.22592118,40.51547044
