Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Comoros,net consumption,Africa,0.008369999999999999,0.009300000000000001,0.009300000000000001,0.01023,0.01116,0.01302,0.01302,0.01302,0.01302,0.01488,0.013949999999999999,0.013949999999999999,0.013949999999999999,0.013949999999999999,0.013949999999999999,0.013949999999999999,0.01488,0.01488,0.01581,0.01581,0.010938,0.019382,0.021825999999999998,0.02327,0.029796000000000003,0.031796,0.034073,0.030989999999999997,0.031045999999999997,0.028101,0.027319999999999997,0.043043,0.041765000000000004,0.039405,0.036405999999999994,0.037293999999999994,0.040765,0.061142,0.065532,0.07217599999999999,0.095,0.10181478599999999
Congo-Brazzaville,net consumption,Africa,0.144,0.156,0.2,0.19200000000000003,0.29400000000000004,0.228,0.369,0.38700000000000007,0.37199999999999994,0.386,0.405,0.46199999999999997,0.44000000000000006,0.355,0.351,0.355,0.44899999999999995,0.44700000000000006,0.32400000000000007,0.361,0.29394,0.287,0.41400000000000003,0.3845799999999999,0.36298,0.41631999999999997,0.46214,0.47868,0.566,0.58446,0.5747000000000002,0.6109799999999999,0.9153199999999998,0.8780200000000001,0.85202,1.4047399999999999,1.4695,1.52334,1.5933480000000002,2.0111030000000003,2.1218799999999995,2.214975806
Congo-Kinshasa,net consumption,Africa,3.9209999999999994,3.6140000000000003,3.561000000000001,3.864,4.0569999999999995,4.366,4.558999999999999,4.534,4.672000000000001,4.829,4.42,4.384,4.207,3.9259999999999997,4.031,4.479,4.676,4.386,4.140999999999999,4.357,4.53882,4.5667,4.413519999999999,4.576580000000001,4.60852,4.82758,5.6777999999999995,6.0678399999999995,6.03624,6.588900000000001,6.674839999999999,7.127719999999999,7.6665600000000005,8.27246,7.917339999999999,7.17728,7.410999999999999,8.585095,9.269865,9.076814,9.878925,8.920147736
Cook Islands,net consumption,Asia & Oceania,0.009300000000000001,0.01023,0.009300000000000001,0.008369999999999999,0.009300000000000001,0.01023,0.01116,0.01209,0.01209,0.01302,0.013949999999999999,0.013949999999999999,0.014043,0.014043,0.014043,0.017762999999999998,0.017762999999999998,0.017762999999999998,0.017762999999999998,0.019623,0.0241,0.0241,0.0261,0.0271,0.0271,0.0271,0.0301,0.0311,0.0321,0.0311,0.0321,0.0321,0.0301,0.0298,0.028447,0.028472,0.032679,0.038,0.047,0.043,0.034999999999999996,0.039459999999999995
Costa Rica,net consumption,Central & South America,1.879,2.133,2.05,2.201,2.3619999999999997,2.5469999999999997,2.738,3.099,3.039,3.177,3.305,3.5530000000000004,4.204000000000001,4.528999999999999,4.771,4.279999999999999,4.494,5.029000000000001,4.840000000000001,5.517,5.900460000000001,6.129,6.260680000000001,6.58258,6.844040000000001,7.272739999999999,7.808909999999999,8.18535,8.317379999999998,8.242939999999999,8.53154,8.612219999999999,8.9892,9.07024,9.20242,9.483145,9.453607222,9.5524544,9.6509721,9.9929716,9.5744497,10.659704000000001
Cote d'Ivoire,net consumption,Africa,1.433,1.573,1.607,1.683,1.319,1.6800000000000002,1.7189999999999999,2.0210000000000004,1.863,2.092,1.8570000000000002,1.463,1.293,1.7580000000000002,2.014,2.519,2.279,2.459,2.724,2.629,2.6628400000000005,2.8679,2.8131000000000004,2.8557000000000006,2.7774000000000005,2.781880000000001,3.0392200000000007,3.2310599999999994,3.4721599999999997,3.7095000000000002,4.0753200000000005,3.80534,4.667340000000001,4.70944,5.75782,5.56776,5.61971,6.60541,6.625219999999999,6.890920000000001,7.584399999999999,7.977315028
Croatia,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.991,9.858,10.092,10.448,10.110000000000001,11.506999999999998,12.963000000000001,12.178999999999998,12.184040000000001,12.34516,12.74052,12.837960000000002,13.5151,14.23518,14.97544,15.45288,16.00566,15.21908,16.27512,16.105700000000002,15.700139999999998,15.46068,15.27506,15.729444,15.776592999999997,16.482476,16.688812,16.7662931,15.7137589,15.932119662999998
Cuba,net consumption,Central & South America,9.493,9.972999999999999,10.315999999999999,10.443000000000001,11.06,10.891,11.754,12.036,12.767,13.245,12.316,10.361,10.341,9.278,9.245,9.437,10.1,10.747,10.751,11.3231,11.821159999999999,12.06946,12.39386,12.50338,12.337404000000001,12.11786,12.862459999999999,13.627066000000001,13.84938,13.954119999999998,13.619619999999998,13.94078,14.474359999999997,15.224580000000001,15.36472,16.080779999999997,16.26512,16.21068,16.35366,16.10046,15.172348410000001,16.268720911
Cyprus,net consumption,Europe,0.9039999999999999,0.923,0.99,1.0759999999999998,1.1,1.164,1.249,1.331,1.461,1.627,1.746,1.818,2.102,2.2960000000000003,2.395,2.21,2.2875,2.375,2.601,2.755,2.98,3.105,3.391,3.6500000000000004,3.735,3.9499999999999997,4.152,4.364,4.622000000000001,4.667,4.788060000000001,4.48494,4.3124,3.8692200000000003,3.9320199999999996,4.101208,4.407173,4.553059,4.6720586,4.732683,4.4134741,4.659154866
Czechia,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.63235,50.370850000000004,53.14985,55.005999999999986,54.89039,53.983,52.193,53.63799999999999,55.48092,55.41756,56.763400000000004,58.18209999999999,59.308220000000006,61.08119999999999,61.48861999999999,62.17361999999999,58.80643999999999,58.28044799999999,57.795126999999994,58.361826,58.00542399999999,58.107983,59.203459999999986,60.270976000000005,61.47519900000001,61.805699,61.714181200000006,59.6808725,61.914601000000005
Denmark,net consumption,Europe,21.97,22.209,22.633,22.804,22.517,23.918,26.767000000000003,27.786,27.750999999999998,28.36,28.867999999999995,29.920000000000005,30.491999999999997,30.788000000000004,31.391,31.453000000000003,31.911,32.452,32.28073,32.573,32.78184,32.88744,33.20028,33.3268,33.927879999999995,34.55092,34.972840000000005,34.72604,34.356,32.81999999999999,34.154515,33.735034000000006,33.322868,33.320282,32.738528,33.120166999999995,33.38175699999999,33.823851999999995,33.5542043,34.0922942,35.35505859999999,38.182590100000006
Djibouti,net consumption,Africa,0.1023,0.10695,0.11438999999999999,0.12927000000000002,0.12741000000000002,0.14322,0.14880000000000002,0.14973,0.15252000000000002,0.15345,0.15624000000000002,0.15717,0.15717,0.15903,0.15903,0.16088999999999998,0.16182,0.16368,0.16368,0.16368,0.18,0.179,0.188,0.188,0.202,0.24,0.263,0.304,0.319,0.328,0.356,0.364,0.3675,0.4075,0.4395,0.481932,0.532532,0.563878,0.46652000000000005,0.46740000000000004,0.464549745,0.468196929
Dominica,net consumption,Central & South America,0.01023,0.01116,0.01023,0.016739999999999998,0.02232,0.02232,0.02418,0.02511,0.02604,0.02697,0.02697,0.027899999999999998,0.027899999999999998,0.027899999999999998,0.030690000000000002,0.04092,0.039060000000000004,0.0465,0.05766,0.06602999999999999,0.074,0.078,0.071,0.076,0.076,0.0792,0.0812,0.0823,0.0833,0.0889,0.0949,0.0979,0.0974,0.0974,0.098357,0.103357,0.108357,0.083357,0.058057,0.082078,0.155148,0.16299964
Dominican Republic,net consumption,Central & South America,2.514,2.961,2.3499999999999996,2.3440000000000003,3.1800000000000006,3.1740000000000004,3.526,3.085,3.2720000000000002,2.379,2.59,2.713,2.412,3.706,3.234,3.627,4.734,4.802,5.174999999999999,6.461,6.64766,8.293619999999999,10.27888,10.975380000000001,9.828499999999998,10.5094,11.42394,11.92674,9.895000000000001,9.7925,12.042060000000001,12.9184,13.64062,14.489360000000001,14.10428,14.620079999999998,16.263,16.541504,17.083447,16.772744999999997,14.471822999999999,15.42583555
Ecuador,net consumption,Central & South America,2.6999999999999997,3.01,3.16,3.338,3.2180000000000004,3.7520000000000007,4.069,4.176,4.270999999999999,4.322,4.784,5.163,5.404,5.51,6.026999999999999,6.076999999999999,6.920999999999999,6.851999999999999,7.3679999999999986,7.639,7.814819999999999,8.04726,8.26422,8.609717000000002,10.448442,10.47188,11.56861,13.834499999999998,15.109039999999998,15.68504,16.358,17.817239999999998,19.020339999999997,20.0121,21.07576,22.19106,23.321,24.125240999999995,25.093078,26.196213000000007,25.774510999999997,26.607668249999996
Egypt,net consumption,Africa,15.861,17.749000000000002,18.224,20.13405,25.29105,25.32905,29.887099999999997,31.154100000000003,29.7351,32.061099999999996,37.2011,38.1351,38.7831,42.735099999999996,45.1791,47.1512,47.7252,51.75320000000001,55.4512,60.2692,63.55766,68.22233999999999,72.80157999999999,78.82444,83.19628,89.77856000000001,96.58724,105.10492,110.36519999999999,117.40596,143.92799999999997,142.179,145.696,143.609,153.899,156.215,150.48199999999997,162.49306499999997,164.549589,159.78033800000003,155.352801,168.322836609
El Salvador,net consumption,Central & South America,1.433,1.477,1.541,1.3960000000000001,1.591,1.517,1.5660000000000003,1.646,1.6899999999999997,1.7449999999999999,1.6640000000000001,1.6099999999999999,1.7289999999999999,2.0279999999999996,2.4220000000000006,2.8009999999999997,2.894,3.134,3.2439999999999998,3.441,4.0621,3.9271000000000003,3.8031,4.0101,4.004700000000001,4.4624999999999995,4.9101,5.2991,5.2671,5.2661,5.2951,5.4841,5.741099999999999,6.0040000000000004,5.965999999999999,6.2490000000000006,6.185821999999999,6.250448,6.267474,6.515446,6.1111699999999995,6.424477451
Equatorial Guinea,net consumption,Africa,0.01581,0.013949999999999999,0.01302,0.01116,0.013949999999999999,0.01581,0.01488,0.01581,0.01581,0.01581,0.01581,0.01581,0.016739999999999998,0.016739999999999998,0.016739999999999998,0.017669999999999998,0.017669999999999998,0.018600000000000002,0.019530000000000002,0.019530000000000002,0.08983999999999999,0.05576,0.10652,0.1168,0.15803999999999999,0.1777,0.22791999999999998,0.28196,0.40114,0.45048000000000005,0.50502,0.57228,0.672,0.873,0.961,1.153,1.24,1.183041,1.216559,1.251998,1.267515,1.269944203
Eritrea,net consumption,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.138,0.157,0.1494,0.152962,0.163,0.15946,0.18008,0.20051999999999998,0.21644000000000002,0.21808,0.22478000000000004,0.21597999999999998,0.22784000000000004,0.2269,0.24442,0.25546,0.26280000000000003,0.27914,0.29772,0.30329999999999996,0.30788000000000004,0.30945999999999996,0.36989900000000003,0.385689,0.39840600000000004,0.377066551,0.404890124
Estonia,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,5.726,5.91,5.577,5.904000000000001,6.212000000000001,6.055,5.699,5.872540000000001,5.8305,6.141440000000001,6.52174,6.78336,6.888360000000001,7.32888,7.6933,7.886959999999999,7.4808200000000005,7.503114000000001,7.232831,7.533739000000001,7.468913999999999,7.584938999999999,7.679151000000001,7.881563,7.988344000000001,8.547941199999999,8.4680352,9.0281474,8.841917700000002
Eswatini,net consumption,Africa,0.25389,0.27342,0.23808,0.21762,0.28551,0.33945,0.44131,0.55433,0.60526,0.68967,0.73457,0.73272,0.94272,0.9057200000000001,0.95272,0.9993000000000001,0.9522999999999999,0.9893000000000001,0.9944399999999999,0.9813000000000001,1.1139999999999999,1.141,1.295,1.209,1.093,1.291,1.3820000000000001,1.451,1.348,1.369,1.2819,1.35321,1.392,1.4949999999999999,1.45,1.4560000000000002,1.4200000000000002,1.569553,1.511453,1.5652849999999998,1.5089840710000002,1.495128269
Ethiopia,net consumption,Africa,0.597,0.641,0.6759999999999999,0.7070000000000001,0.7689999999999999,0.8130000000000001,0.869,1.0890000000000002,1.159,1.205,1.0790000000000002,1.09,1.097,1.2970000000000002,1.288,1.3,1.3760000000000001,1.434,1.4689999999999999,1.463,1.53362,1.8339599999999998,1.8637400000000002,2.09004,2.30792,2.5842799999999997,2.9634,3.1922800000000002,3.28108,3.26276,3.85454,4.43258,5.26228,6.36362,6.5619200000000015,7.60086,8.56986,8.759049999999998,9.614920000000001,9.796454,9.215139319999999,9.520959166
Falkland Islands,net consumption,Central & South America,0.00186,0.00279,0.00279,0.00279,0.00558,0.00744,0.008369999999999999,0.008369999999999999,0.01023,0.009300000000000001,0.009300000000000001,0.009300000000000001,0.009300000000000001,0.009300000000000001,0.009300000000000001,0.01023,0.01023,0.01023,0.01116,0.01116,0.013206,0.0152,0.0152,0.01525,0.01525,0.01525,0.0163,0.0163,0.018,0.018,0.016,0.016,0.017,0.019,0.019,0.0194,0.0213,0.0195,0.0197,0.0191326,0.0191326,0.019132136
Faroe Islands,net consumption,Europe,0.14135999999999999,0.14601,0.14973,0.14973,0.15717,0.16926,0.1674,0.17112,0.19065,0.19158,0.18786000000000003,0.18042,0.17763,0.16128339,0.15680265000000002,0.1558401,0.1623966,0.16337589,0.17060013,0.17929191,0.204017,0.221173,0.230724,0.238492,0.239156,0.235753,0.249856,0.25942,0.264851,0.264517,0.268143,0.264,0.28,0.28,0.297,0.306,0.306,0.324,0.31679999999999997,0.34784,0.38139999999999996,0.397132418
Fiji,net consumption,Asia & Oceania,0.2697,0.27621,0.28179,0.28923,0.35247,0.35991,0.38316,0.39338999999999996,0.38502,0.39618,0.44454,0.44919,0.44733,0.45663,0.49197,0.51429,0.51522,0.5208185999999999,0.51710046,0.5579535,0.6311,0.6741,0.7111,0.7231,0.7531,0.7871,0.8481,0.8591,0.8741,0.8611,0.8983,0.8691,0.86,0.892,0.911496,0.955385,0.958025,1.047409,1.010093,1.0491317199999999,1.004664,1.027828785
Finland,net consumption,Europe,37.61300000000001,38.975,39.369,42.455,45.822,48.989,49.895,53.466,48.352999999999994,57.115,64.98400000000001,64.89899999999999,60.87799999999999,63.494,66.486,65.302,67.3142,70.64958,73.81700000000001,75.10000000000001,76.20670000000001,78.16886,80.51898,81.70888000000001,83.97366,81.83886,87.1797,87.4512,83.7973,78.45344,85.46504799999998,82.12265800000002,82.76980699999999,82.17282300000001,81.36969299999998,80.79064899999999,83.376716,83.46838199999999,85.46440940000001,84.04711619999999,79.525978,83.72497110000002
Former Czechoslovakia,net consumption,Europe,68.53999999999999,66.088,66.86299999999999,68.842,70.99799999999999,74.267,76.271,77.873,78.902,80.44000000000001,81.78999999999999,77.93900000000001,72.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Former Serbia and Montenegro,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.613,26.971,27.447000000000003,30.097,32.376,32.326,29.432000000000006,27.454,30.205,29.997999999999998,30.691999999999997,30.285,29.784000000000002,27.253999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Former U.S.S.R.,net consumption,Eurasia,1168.6046439999998,1123.888392,1234.063245,1278.406743,1342.196622,1382.509714,1343.502799,1395.350431,1432.730352,1464.423789,1460.9454099999998,1446.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Former Yugoslavia,net consumption,Europe,51.044,55.18600000000001,56.141999999999996,58.913999999999994,62.90500000000001,65.18799999999999,67.85000000000001,70.20100000000001,72.24000000000001,71.17399999999999,70.579,64.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,net consumption,Europe,236.442,239.29900000000004,242.635,247.07899999999998,260.163,277.93699999999995,292.66999999999996,301.429,309.385,316.53100000000006,323.043,345.386,355.16079999999994,356.08,363.55600000000004,367.83850000000007,382.65,381.735,393.35900000000004,401.22099999999995,409.74366000000003,420.4527,418.21038,435.43919999999997,446.9572800000001,452.11806,447.8331800000001,449.71518,462.5325,446.59636000000006,473.785653,449.868447,460.679742,465.150496,440.727747,450.04434900000007,457.02522100000004,454.23483999999996,451.3417492,448.0217776999999,425.07089799999994,447.44705379999994
French Guiana,net consumption,Central & South America,0.09858,0.10788,0.11997000000000001,0.14322,0.15717,0.18042,0.19437,0.21669000000000002,0.24645,0.27342,0.30876000000000003,0.35433000000000003,0.38874,0.38966999999999996,0.38966999999999996,0.39338999999999996,0.39338999999999996,0.39525,0.39618,0.39804,0.39804,0.5440499999999999,0.56358,0.58683,0.6091500000000001,0.6333300000000001,0.6565799999999999,0.8379300000000001,0.85746,0.9569699999999999,1.02672,0.97929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,net consumption,Asia & Oceania,0.22227,0.24366000000000002,0.25296,0.20088,0.17856,0.19344,0.19809,0.19809,0.22599,0.23994000000000001,0.25761,0.26691,0.28086,0.28644,0.29760000000000003,0.31155,0.31341,0.31899000000000005,0.31620000000000004,0.32271,0.389,0.472,0.522,0.572,0.612,0.603,0.629,0.659,0.687,0.701,0.6293,0.6473,0.6423,0.5933,0.578554,0.580012,0.588004,0.587088,0.584043,0.6396999999999999,0.61842292,0.6494119070000001
Gabon,net consumption,Africa,0.506,0.574,0.644,0.705,0.769,0.833,0.838,0.84,0.845,0.877,0.88,0.9009999999999999,0.9219999999999999,0.961,0.815,0.879,0.916,0.9630000000000001,1.007,1.0459999999999998,1.0427,1.09906,1.1676000000000002,1.19682,1.21214,1.2169999999999999,1.299,1.3739999999999999,1.444,1.439,1.48786,1.55748,1.65536,1.75382,1.85748,1.9091800000000003,2.10568,2.2124539999999997,2.211269,2.365078,2.202302097,2.3519906619999995
"Gambia, The",net consumption,Africa,0.034409999999999996,0.04185,0.04092,0.04185,0.04371,0.04464,0.04929,0.05394,0.056729999999999996,0.05301,0.061380000000000004,0.061380000000000004,0.062310000000000004,0.06417,0.06417,0.0651,0.06602999999999999,0.06974999999999999,0.07626000000000001,0.08463,0.1105,0.127,0.142,0.158,0.174,0.192,0.204,0.217,0.229,0.2301,0.2333,0.2446,0.2541,0.2481,0.2671,0.2821,0.2981,0.3061,0.244,0.23503529999999997,0.219586675,0.23791652500000002
Georgia,net consumption,Eurasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.113,8.379,7.708,5.514,5.26,5.677999999999999,6.694999999999999,6.702,6.27416,6.2263,6.398599999999999,6.81196,7.0135,7.355139999999999,6.6936800000000005,6.905159999999999,7.091539999999999,6.849240000000002,7.62158,8.381760000000002,8.46768,9.09772,9.81484,9.933259999999999,10.48284,11.21232,11.956100000000001,12.062079999999998,11.7283,13.399984762999999
Germany,net consumption,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.09800000000007,485.68499999999995,477.2080000000001,475.055,482.52299999999997,489.29600000000005,492.93143000000003,497.44500000000005,497.056,509.08148000000006,520.1949000000001,532.5174400000001,542.371,548.8792000000001,543.7922,548.7563999999999,552.6804,549.9039999999999,520.845,553.8320419999999,547.1123550000001,546.2847899999999,544.8303129999999,534.0525029999999,537.6236980000001,539.7995399999999,540.634873,532.1598444,517.4728150999998,499.2452768,511.6603884
"Germany, East",net consumption,Europe,93.61900000000001,89.256,90.562,92.517,102.835,106.223,108.359,109.512,111.156,110.58,97.72744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Germany, West",net consumption,Europe,358.404,360.011,356.39,364.136,380.628,390.936,396.016,405.47800000000007,414.342,395.70099999999996,402.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,net consumption,Africa,4.593,4.658,4.339,2.2739999999999996,1.59,2.483,3.8439999999999994,4.11,4.210000000000001,4.629,5.335999999999999,5.71,6.077,5.829999999999999,5.593000000000001,5.625,6.113,6.2620000000000005,5.0969999999999995,5.683000000000001,5.72622,6.726940000000001,5.78948,4.4759,4.49038,5.22546,6.397399999999999,5.391939999999999,6.042319999999999,6.137999999999999,7.0697399999999995,8.724659999999998,9.74777,10.362731,10.423079999999999,10.201380000000002,11.075940000000001,12.08096,12.585180000000001,14.2124,17.161600000000004,18.273744956
Gibraltar,net consumption,Europe,0.049999999999999996,0.052,0.054,0.055,0.055,0.056999999999999995,0.059,0.058,0.062000000000000006,0.071,0.071,0.071,0.079,0.07219,0.07719000000000001,0.07719000000000001,0.07905000000000001,0.08091,0.08556,0.08928,0.11349999999999999,0.11444,0.11726,0.12195999999999999,0.12384,0.1323,0.13694,0.1407,0.15104,0.15856,0.16138,0.15574,0.16044,0.17166,0.18012,0.20356,0.19516,0.19422,0.195573,0.19885999999999998,0.18845657,0.200984867
Greece,net consumption,Europe,20.306,20.511000000000003,20.718000000000004,22.154,23.602999999999998,24.484,24.881,25.918,27.349,29.147,30.525999999999996,31.481999999999996,32.959999999999994,33.651999999999994,35.206,36.529999999999994,38.11500000000001,39.83617999999999,41.983,43.400000000000006,45.97792,47.33954,49.535399999999996,51.67068,52.99664,54.135740000000006,55.8125,58.357479999999995,59.65142,58.89560000000001,55.421060000000004,54.08057399999999,53.828753999999996,50.606030000000004,51.306551,52.58029300000001,55.27019,55.649167,51.1158787,51.7588833,46.160577100000005,52.1395064
Greenland,net consumption,North America,0.14043,0.14322,0.14787,0.15345,0.15903,0.16182,0.16647,0.17019,0.17484,0.18321,0.19251,0.18786000000000003,0.18879,0.22041,0.22319999999999998,0.22505999999999998,0.22599,0.23994000000000001,0.24552000000000002,0.41664,0.421,0.388,0.382,0.33,0.28482,0.29664,0.32412,0.32824,0.33834,0.3608,0.35126,0.38362,0.37282,0.38214,0.40566,0.43717999999999996,0.46465999999999996,0.45166,0.49551999999999996,0.48169999999999996,0.576712054,0.582709742
Grenada,net consumption,Central & South America,0.019,0.021,0.02,0.022000000000000002,0.02325,0.023,0.026000000000000002,0.031,0.037000000000000005,0.042,0.045,0.05,0.053,0.055,0.060000000000000005,0.08099999999999999,0.08600000000000001,0.09100000000000001,0.101,0.105,0.114,0.12399999999999999,0.12901900000000002,0.138214,0.13,0.131307,0.15116200000000002,0.171765,0.173925,0.177489,0.186104,0.18269999999999997,0.180541,0.178541,0.181541,0.17753799999999997,0.187513,0.192285,0.198495,0.1952,0.184587349,0.19880768799999998
Guadeloupe,net consumption,Central & South America,0.2697,0.30039,0.3441,0.35712,0.40176,0.42966000000000004,0.50499,0.57195,0.6231,0.58497,0.68076,0.74865,0.81561,0.8674109999999999,0.912981,0.914841,1.01463,1.0908900000000001,1.09926,1.10205,1.1838899999999999,1.1718,1.13274,1.2173699999999998,1.45359,1.46289,1.5252,1.59588,1.58007,1.5614700000000001,1.56054,1.5763500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guam,net consumption,Asia & Oceania,1.00161,0.97092,0.9579,0.8528100000000001,0.8742,0.88424772,0.9222958800000001,0.9875270100000001,1.0781443499999999,1.15197984,1.1963947799999999,1.29593268,1.331574,1.46873319,1.55205003,1.50536961,1.6135314,1.6232796600000001,1.64237907,1.68702,1.7408605,1.7365000000000002,1.533,1.5268,1.5888,1.6353,1.6439840000000001,1.628074,1.6260009999999998,1.6169000000000002,1.6265,1.6141999999999999,1.4706000000000001,1.5734,1.541218,1.57458,1.641443,1.673732,1.6400620000000001,1.680562,1.606262,1.7290800130000001
Guatemala,net consumption,Central & South America,1.7520000000000002,1.4989999999999999,1.427,1.429,1.375,1.4309999999999998,1.616,1.71,1.798,1.957,2.2560000000000002,2.458,2.461,2.545,2.722,2.9970100000000004,2.7072899999999995,2.5605699999999993,3.3081299999999993,4.164060000000001,3.829580000000001,4.240179999999999,4.38308,6.22078,5.23142,6.5329999999999995,7.2669999999999995,7.71223,7.1610000000000005,7.199000000000002,7.0209,7.24366,8.06974,8.473080000000001,8.820659999999998,9.59876,10.01464,10.18615,10.992298,11.173242,11.791763000000001,12.822673416999999
Guinea,net consumption,Africa,0.33759,0.34224,0.34968,0.36084,0.42501,0.43338000000000004,0.44082,0.44360999999999995,0.45383999999999997,0.45663,0.46035,0.46499999999999997,0.46686,0.47151,0.47337,0.48546,0.49011000000000005,0.5766,0.59799,0.67425,0.743,0.933,0.984,0.865,0.942,0.881,0.843,0.942,0.967,0.9629,0.9199,0.8499,0.7069,0.644,0.696,1.1396,1.61654,1.5109529999999998,1.207224,1.7581,2.9030976770000003,2.4815863510000002
Guinea-Bissau,net consumption,Africa,0.01209,0.01209,0.01209,0.01209,0.01302,0.01302,0.01581,0.017669999999999998,0.019530000000000002,0.02697,0.035339999999999996,0.03627,0.038130000000000004,0.04092,0.04278,0.04371,0.04464,0.0465,0.0465,0.04743,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.032,0.033,0.0333,0.059076,0.07952,0.07991,0.07568,0.076458,0.076458,0.076457786
Guyana,net consumption,Central & South America,0.388,0.402,0.332,0.10900000000000001,0.09300000000000001,0.152,0.132,0.329,0.33,0.275,0.247,0.176,0.179,0.18000000000000002,0.258,0.44500000000000006,0.527,0.602,0.639,0.671,0.569740278,0.594134444,0.5988475,0.523713611,0.5565647220000001,0.412538889,0.438623611,0.47963055600000004,0.458494167,0.45223777800000003,0.610483833,0.646873556,0.713297944,0.759649556,0.784652722,0.821632444,0.8775680559999999,0.9114938890000001,0.9231838890000001,0.9727100000000001,0.9125465150000001,0.9808831610000001
Haiti,net consumption,Central & South America,0.237,0.234,0.315,0.329,0.35500000000000004,0.397,0.475,0.42799999999999994,0.42699999999999994,0.411,0.453,0.46299999999999997,0.41600000000000004,0.33499999999999996,0.27699999999999997,0.269,0.286,0.28600000000000003,0.278,0.268,0.28415999999999997,0.28134,0.24778,0.23619999999999997,0.23578000000000005,0.32254000000000005,0.33006,0.22116,0.2087,0.31916,0.21739999999999998,0.32003999999999994,0.40915999999999997,0.40105999999999997,0.36332,0.37387000000000004,0.40751000000000004,0.37705,0.36144199999999993,0.3819999999999999,0.292245106,0.36592908600000007
Hawaiian Trade Zone,net consumption,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,net consumption,Central & South America,0.76,0.844,0.841,0.8130000000000001,0.839,0.9939999999999999,1.342,1.2959999999999998,1.8349999999999997,1.7890000000000001,1.9820000000000002,1.947,1.7309999999999999,1.697,1.4299999999999997,1.5510000000000002,2.1849999999999996,2.378,2.648,2.5140000000000002,3.10454,3.20774,3.3540999999999994,3.5884600000000004,3.7023100000000007,4.066,4.2330000000000005,4.696,4.960000000000001,4.549,4.6117799999999995,5.25556,5.39274,5.35656,6.600780000000001,6.677439999999999,6.811719999999998,7.2500269999999984,7.368926,7.655901999999998,7.629293,8.157778012999998
